Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
30,1,6,2,7539,3,2,2,0,1,28,2,0,0,2,3,35,0,0,0,2,4,1
53,1,36,2,7040,1,2,3,2,0,43,4,1,4,1,2,52,1,0,0,2,1,1
28,0,3,0,5877,4,1,3,0,0,50,3,2,0,1,3,47,0,0,0,3,3,0
58,1,28,1,8883,2,3,2,0,0,78,5,1,4,3,1,49,1,0,0,2,1,1
41,0,18,4,10456,3,3,4,1,0,81,4,2,0,1,3,48,0,0,0,2,3,0
53,0,21,2,6984,2,2,2,0,0,65,3,2,0,2,3,43,0,0,0,1,1,0
42,0,31,0,4144,2,2,3,1,0,27,3,0,1,3,1,36,0,0,0,3,1,0
59,1,21,3,6974,1,2,1,2,1,92,2,0,2,1,2,42,1,0,0,2,2,1
32,0,12,3,5582,4,4,2,2,1,17,2,1,1,2,3,63,1,0,0,3,1,1
52,0,16,0,3953,3,3,3,0,0,98,3,1,2,2,1,27,0,0,0,3,2,1
49,1,41,2,8965,2,4,3,2,0,76,3,1,0,1,3,65,0,1,1,1,2,0
31,1,9,1,7833,4,3,4,0,0,50,3,1,3,1,3,11,0,0,0,3,1,1
56,1,35,2,8092,3,3,2,2,0,11,2,1,1,2,3,103,0,0,0,3,2,1
35,1,9,4,9873,3,3,3,0,0,13,4,1,1,2,2,18,0,0,0,1,3,1
43,1,32,1,9383,2,4,3,0,0,42,4,1,0,2,3,40,1,0,1,3,2,1
37,0,20,2,8730,3,3,2,1,1,40,1,0,3,2,1,57,0,0,0,4,3,1
47,1,25,4,9893,3,3,3,2,0,15,3,1,3,1,2,46,0,0,0,3,1,1
57,0,5,0,4380,4,1,2,0,0,20,3,1,1,1,2,39,0,0,0,3,1,0
28,0,6,2,8264,4,4,2,1,0,21,2,2,2,2,2,63,0,0,0,2,2,0
49,1,38,4,8811,3,3,3,0,0,66,2,1,3,1,1,50,0,0,0,3,1,1
18,1,2,4,7964,3,3,3,2,1,99,3,2,3,1,1,73,0,0,0,3,2,0
22,0,13,0,4075,4,3,3,2,1,3,1,1,3,1,3,54,0,0,1,3,1,0
28,0,11,2,7813,3,3,3,3,0,45,3,2,3,1,3,61,0,0,0,3,1,1
20,0,8,2,8147,2,2,2,2,1,61,5,1,1,2,1,41,1,0,0,3,1,0
44,1,22,1,5362,3,3,3,0,0,41,4,0,0,1,1,73,0,0,0,3,2,0
51,1,13,2,8244,2,3,3,0,0,83,1,2,2,2,1,32,0,0,0,3,1,0
57,0,30,1,5528,3,2,4,0,1,53,2,2,1,1,3,43,0,0,0,3,1,0
52,0,2,0,4687,2,2,2,0,0,38,1,2,4,2,1,74,0,0,0,2,3,0
43,0,14,0,5616,4,3,2,0,0,90,5,1,4,2,3,55,0,0,0,1,2,1
21,1,4,1,8503,3,4,2,1,1,9,1,2,1,1,2,79,0,0,0,1,2,0
41,1,2,4,9181,2,4,3,2,0,35,2,2,2,2,1,47,0,0,1,2,3,0
28,0,16,1,8147,4,1,3,0,1,1,3,1,2,1,2,58,1,0,0,1,1,0
20,1,2,0,3829,3,3,2,2,0,16,3,2,3,2,1,38,0,0,0,3,4,0
51,1,18,1,10347,2,4,3,3,0,73,1,2,0,1,2,29,0,0,0,1,3,0
37,0,25,4,8305,1,2,3,1,1,20,2,2,3,1,1,63,0,0,0,3,1,0
39,1,15,4,10680,3,4,2,1,1,53,3,2,4,3,3,29,0,0,0,3,2,1
54,0,8,0,4927,4,3,3,1,0,38,5,1,0,1,2,11,0,0,0,3,1,1
29,0,5,3,6488,2,4,3,0,0,50,2,1,1,1,2,54,0,0,0,3,1,0
58,1,26,2,7604,3,4,2,1,0,41,3,1,5,1,2,62,0,0,1,3,3,1
20,1,11,4,11055,4,3,4,2,0,56,5,1,3,1,2,32,0,0,0,4,3,1
40,0,24,2,6319,1,3,3,0,0,26,2,1,3,3,1,50,0,0,0,3,3,0
19,1,3,4,5629,3,3,3,0,1,90,4,2,0,2,1,81,0,0,0,1,2,0
29,0,8,3,4581,1,3,3,1,1,90,4,1,2,1,2,25,0,0,1,3,1,0
42,1,23,0,3778,3,3,2,0,0,47,2,2,1,1,2,53,0,0,0,3,2,0
29,1,16,1,10491,4,1,3,1,1,49,1,1,2,2,2,75,0,0,0,2,3,1
38,1,23,4,8738,1,4,3,0,0,42,2,0,1,1,3,50,0,0,0,3,3,0
34,0,15,0,4808,3,3,2,1,1,36,2,1,0,1,2,50,0,0,1,3,2,1
18,0,6,2,7807,2,3,4,2,0,28,3,1,3,2,2,28,0,0,0,3,3,0
44,1,26,4,10012,3,3,2,0,1,69,3,2,4,2,2,60,0,0,0,2,2,1
45,0,26,1,8763,3,2,2,0,0,99,5,1,5,1,2,72,1,0,0,3,1,1
47,0,22,1,9069,4,1,2,0,0,64,2,2,0,2,1,34,0,0,0,3,2,0
30,1,22,4,9512,3,3,3,1,0,6,3,0,4,1,1,67,0,0,1,2,2,1
19,0,4,4,10229,3,3,4,1,0,73,2,2,1,1,1,63,0,0,0,4,2,0
38,1,27,0,5429,2,4,3,1,0,61,5,2,1,2,2,99,0,0,0,1,2,0
40,1,18,1,8268,2,2,3,2,1,34,4,1,6,1,1,67,0,0,0,3,1,1
35,1,22,3,5704,2,3,3,1,0,99,2,2,0,1,2,33,1,0,0,1,3,0
43,1,8,4,9654,3,3,3,1,0,26,2,0,1,3,2,80,0,0,0,3,1,1
33,1,21,4,10531,2,3,3,2,1,7,3,1,2,1,3,33,0,0,0,1,4,0
53,1,29,2,9064,3,3,3,0,0,66,2,0,1,3,3,63,0,0,0,2,3,1
19,0,4,1,10338,1,4,4,3,0,16,1,1,0,1,2,13,0,0,0,3,4,0
59,1,14,2,9175,1,4,3,2,0,90,2,1,1,2,1,85,1,0,1,2,1,1
47,1,6,2,7601,3,3,2,2,0,74,2,1,1,3,1,84,0,0,0,3,3,1
38,1,14,0,4274,4,2,3,3,0,94,3,2,1,3,2,38,1,0,0,3,2,1
59,1,25,2,9293,3,3,4,2,0,74,2,1,3,2,1,38,0,0,0,3,3,1
49,0,30,4,7697,4,2,3,0,0,80,1,2,1,1,2,37,1,0,0,2,3,1
54,1,33,4,10343,4,2,3,0,0,74,3,0,1,3,3,45,1,0,0,2,2,1
29,0,5,0,4004,4,4,2,1,0,14,2,1,4,1,2,20,0,0,0,3,1,0
32,0,20,1,9141,2,3,4,0,0,41,1,2,0,2,2,23,1,1,0,1,1,0
44,0,2,2,7775,1,2,2,0,1,36,3,2,3,3,3,48,0,0,0,1,1,0
49,0,23,0,4715,4,2,4,0,1,58,5,2,1,2,2,37,0,0,0,3,1,0
44,1,19,2,7772,2,4,4,2,0,57,2,0,5,1,1,20,0,0,0,4,2,1
49,1,9,4,7978,2,3,3,4,1,80,2,1,0,3,1,66,0,0,0,4,2,1
48,1,13,4,6979,2,2,2,0,0,21,4,2,1,1,1,45,0,0,1,2,1,0
25,1,8,1,9107,4,3,2,0,0,23,3,1,3,2,1,50,0,0,1,2,1,1
25,0,12,2,8490,2,4,3,1,0,89,3,2,0,1,2,21,0,0,1,1,1,0
49,1,8,1,5556,3,3,3,0,0,86,3,0,0,1,3,45,0,0,1,2,1,1
53,1,37,1,7701,3,3,3,0,0,76,1,0,0,1,1,38,1,1,0,3,1,1
18,1,9,3,6214,2,1,3,0,0,69,1,0,1,1,2,80,0,0,0,3,3,0
51,0,7,0,3940,2,3,3,1,1,70,4,2,1,1,2,25,1,0,0,4,1,0
46,0,22,4,10057,3,2,3,2,1,76,3,2,4,1,2,97,0,0,1,4,2,0
33,0,22,0,3774,2,3,2,1,0,40,2,1,3,3,2,26,1,0,0,4,1,1
54,0,45,0,4814,4,2,3,0,1,10,1,0,1,2,2,95,0,0,1,4,3,1
33,0,14,2,8229,4,1,4,1,1,81,2,0,0,1,2,87,1,0,0,3,1,0
45,0,37,0,5179,3,4,3,1,0,1,5,1,4,1,2,97,1,0,0,3,1,1
51,0,40,3,6608,2,3,2,0,0,98,2,2,3,2,2,48,0,0,0,3,1,0
38,1,7,3,6561,3,3,3,1,1,3,3,0,0,2,2,56,0,0,0,1,1,1
27,0,14,4,8771,2,3,3,2,0,19,4,1,1,2,2,47,0,0,0,2,1,1
46,1,6,3,5359,3,3,4,0,0,55,3,0,3,1,2,16,0,0,0,3,2,1
58,0,11,2,8423,2,3,3,0,0,98,3,1,2,3,1,83,0,0,0,3,2,1
23,0,14,1,9369,3,3,2,0,1,42,3,1,0,2,2,80,1,0,0,1,4,1
58,0,10,4,7504,2,4,2,1,1,62,2,1,1,2,2,31,0,1,0,3,1,0
38,1,9,3,5818,4,3,3,0,1,56,3,1,1,2,1,85,0,0,0,3,1,0
18,0,5,4,12785,3,4,4,0,1,25,1,0,1,2,3,21,0,0,0,3,3,1
52,0,38,1,9328,2,3,3,0,0,42,1,1,0,1,2,104,1,0,0,3,2,1
45,1,31,2,7493,3,3,3,0,0,65,2,1,0,2,3,96,0,0,0,2,2,1
41,0,7,3,5673,2,2,4,2,1,13,2,2,1,2,3,86,0,0,1,2,1,0
58,1,31,2,7167,2,3,3,2,1,25,2,1,0,2,2,91,1,0,0,3,2,1
34,1,13,4,9646,4,3,3,0,0,80,2,2,5,3,2,18,0,0,0,2,2,0
43,1,2,2,7748,2,3,4,0,0,34,3,1,1,2,2,50,0,0,1,3,1,1
26,1,3,2,7435,4,4,3,0,0,35,1,1,2,3,2,27,0,0,1,2,3,1
31,1,6,4,7593,4,3,3,1,1,12,1,1,1,2,3,58,0,0,0,3,2,1
38,0,27,3,5602,3,4,3,0,0,43,1,1,0,1,2,72,0,0,0,3,3,1
52,0,16,1,6756,3,3,4,0,0,32,2,2,1,1,2,48,1,0,1,3,2,1
52,1,39,4,8152,1,3,3,0,1,77,1,0,5,2,2,111,0,0,0,3,2,1
21,1,12,1,8885,4,2,3,1,1,4,3,1,6,1,3,67,0,0,0,3,4,1
40,0,26,2,8468,3,2,2,1,0,26,3,1,0,1,1,89,0,0,0,1,2,1
39,0,1,1,9535,3,3,3,1,1,5,4,1,1,2,2,38,0,0,0,3,2,1
31,1,2,4,8046,2,3,4,1,1,69,4,1,0,1,3,51,0,0,0,4,1,1
24,1,12,4,6877,2,3,3,0,0,84,2,1,0,1,2,29,1,0,0,3,3,0
23,0,4,2,8900,3,4,3,1,1,71,3,1,1,1,3,77,0,0,0,4,3,0
33,1,9,3,5242,1,3,3,0,0,83,4,2,5,3,2,81,1,0,1,2,3,1
26,0,8,0,5595,2,3,3,0,0,14,4,1,0,2,2,67,0,0,0,3,3,0
32,1,3,4,11308,2,3,3,0,0,85,2,2,0,3,3,49,0,0,0,3,4,0
25,0,2,0,4236,2,4,1,1,0,83,3,0,1,2,3,69,0,1,0,4,2,0
37,1,20,4,9837,1,3,4,0,1,58,3,1,5,1,1,54,0,0,0,2,2,0
57,1,34,0,4267,2,4,3,0,0,24,3,2,1,1,1,71,0,0,0,3,1,0
40,1,23,2,8469,4,2,3,0,0,11,1,2,4,1,3,70,0,0,0,3,1,1
47,0,35,4,9861,3,2,3,0,0,55,2,2,1,3,2,100,0,0,0,3,2,1
50,0,2,4,8413,1,4,4,3,0,21,1,2,2,2,2,20,0,0,1,1,1,0
21,1,9,3,6868,3,3,3,1,0,74,3,1,0,1,3,24,0,0,1,1,2,0
30,1,22,3,6603,4,3,3,1,0,62,2,1,6,1,2,76,0,0,0,3,1,1
52,1,32,2,6897,2,4,3,0,0,77,2,1,3,1,2,74,0,0,1,1,1,1
36,1,10,1,10491,3,4,3,1,0,45,3,0,1,2,2,87,0,0,0,2,2,0
50,0,31,0,5538,2,4,3,0,0,60,1,1,0,1,2,107,1,0,0,3,4,1
34,1,8,4,8838,2,3,2,0,0,39,3,2,0,2,1,46,0,0,0,4,3,1
43,0,5,2,6256,3,2,3,2,0,60,3,1,3,1,2,51,0,0,0,3,2,1
18,1,2,2,8246,3,4,3,2,0,85,3,0,1,2,1,18,0,1,0,3,2,1
18,0,3,2,8418,4,4,2,0,1,93,4,2,1,1,1,77,0,0,0,3,3,0
54,1,44,4,9034,1,1,4,0,1,74,1,2,0,2,2,48,0,0,0,2,1,0
41,0,22,2,7749,2,3,3,0,0,96,4,2,0,1,2,73,0,0,0,3,1,0
40,0,25,2,7323,2,3,1,2,1,55,3,1,1,1,1,42,0,0,0,1,1,0
22,1,7,0,3883,3,3,4,0,0,35,4,1,3,2,1,34,0,0,0,3,1,1
34,0,15,2,6867,3,4,3,2,0,34,4,2,1,3,2,73,1,1,0,3,1,1
39,0,2,0,4690,2,2,3,3,0,71,2,1,0,2,2,77,0,0,0,3,2,1
30,0,13,0,3510,3,3,3,1,1,58,4,1,3,3,1,50,0,0,0,1,2,1
38,1,1,4,9115,3,4,3,1,0,75,5,2,3,3,1,77,0,0,1,3,1,1
54,1,22,0,4618,1,4,4,0,0,18,3,2,0,2,2,37,1,0,0,3,3,1
34,1,13,2,8747,2,2,3,3,0,76,3,2,3,1,1,90,0,0,0,2,1,0
37,1,17,3,5728,4,3,3,1,0,69,1,2,0,1,2,33,0,0,0,3,2,1
36,1,11,3,6151,2,2,3,1,0,33,3,1,2,2,2,15,0,0,0,3,3,0
32,1,18,4,9341,4,2,4,0,0,62,3,2,2,3,2,29,0,0,1,2,2,1
19,0,3,2,6978,4,3,3,0,0,50,4,2,0,3,3,29,0,0,0,3,2,1
56,0,32,4,6714,3,2,3,4,0,93,3,1,0,1,3,35,0,0,1,3,1,1
42,1,24,3,5309,3,3,2,0,0,23,4,2,6,1,1,76,0,0,1,3,3,0
25,1,10,0,4447,4,3,3,0,0,19,4,1,1,3,1,62,0,0,1,3,3,1
41,0,13,1,9077,2,4,2,0,0,60,1,1,0,1,2,28,0,0,0,1,1,0
58,1,49,2,8983,3,4,2,1,0,18,4,1,3,2,3,117,0,0,0,3,1,1
43,0,26,4,11021,3,3,3,2,0,36,5,2,0,2,2,43,0,0,1,3,1,1
49,1,34,3,6013,3,1,3,0,0,49,2,2,1,2,1,79,0,1,0,2,1,0
41,1,22,3,6536,4,3,3,0,0,28,1,1,1,3,3,54,0,0,0,3,4,1
49,1,24,2,7925,3,2,3,0,0,27,2,2,4,2,2,96,1,0,0,3,3,1
25,1,3,1,7345,4,3,4,2,0,84,2,1,0,2,2,73,0,0,0,2,2,1
19,1,4,2,7340,2,3,3,0,1,3,3,1,0,2,2,51,1,0,0,3,1,1
34,1,1,0,5204,4,4,3,0,0,57,2,1,0,2,3,79,0,0,0,4,2,1
54,0,42,2,8403,1,3,3,0,0,48,2,1,1,1,1,48,0,0,0,2,1,0
57,0,21,4,10539,2,3,3,0,0,47,4,0,1,2,1,59,0,0,0,3,3,0
18,1,9,1,7849,3,2,3,1,0,3,1,1,1,2,2,68,0,0,0,3,1,1
45,0,5,3,5844,2,3,3,1,0,46,3,2,1,2,1,74,0,0,1,3,2,1
43,1,23,1,5135,2,4,3,1,0,34,2,2,2,2,3,92,0,0,0,3,3,0
40,1,15,3,6235,3,2,3,0,0,21,2,0,2,1,2,25,0,0,0,3,2,1
19,1,1,1,8343,4,2,3,2,0,7,3,2,0,2,2,80,0,0,0,3,1,0
47,0,23,3,6061,4,3,3,2,0,78,4,1,2,3,2,91,0,0,0,3,1,1
22,1,1,0,4147,3,4,3,1,0,65,2,1,2,1,1,59,0,0,0,3,1,0
54,0,24,4,7615,3,3,3,0,1,79,1,1,0,2,2,101,0,0,0,1,3,0
55,1,39,4,6422,4,3,2,0,0,89,4,0,0,2,3,78,0,0,1,3,1,1
30,1,11,2,7617,1,2,4,1,0,39,5,2,0,2,2,85,0,0,0,3,4,1
22,1,14,3,5921,2,2,3,4,1,77,2,1,1,1,2,28,0,0,0,3,1,0
33,0,13,3,4800,1,2,3,2,0,27,1,1,0,1,3,33,0,0,1,2,2,0
39,1,15,2,9798,4,2,1,0,1,36,5,2,1,1,2,41,0,0,0,3,3,1
56,1,43,1,9072,1,4,3,0,0,27,3,1,0,2,3,95,0,0,0,3,4,1
26,1,18,2,8361,2,4,3,0,0,50,3,1,0,1,1,38,0,0,0,2,1,0
39,0,22,4,10076,1,3,3,2,0,9,1,2,1,2,2,95,0,0,1,3,2,0
33,1,6,0,3922,4,2,3,0,0,16,2,1,2,3,2,78,1,1,0,1,2,1
48,0,35,1,7884,1,4,2,2,1,37,4,1,0,1,1,73,1,0,0,4,1,1
28,1,10,4,9109,3,4,3,2,0,64,1,2,2,2,1,19,1,0,0,3,2,1
41,1,16,3,5583,3,3,3,0,0,63,2,1,1,2,2,28,0,0,0,4,3,0
42,1,4,0,4397,3,3,3,2,0,92,4,1,3,2,1,21,0,0,1,3,3,0
42,0,14,2,8370,3,3,3,0,0,35,3,1,1,1,2,70,0,0,1,3,1,1
22,0,4,4,10072,3,4,4,0,0,38,1,1,2,1,2,10,0,0,0,1,3,0
49,1,31,1,11473,2,2,4,3,0,27,3,1,6,1,2,87,0,0,0,1,1,1
49,1,13,1,4689,2,3,2,0,0,34,3,1,0,2,1,76,0,0,0,3,2,1
29,1,5,3,5753,1,3,1,0,1,78,4,2,3,2,2,82,1,0,0,3,1,0
35,0,20,3,6757,3,3,4,1,0,4,2,0,0,2,1,76,0,0,0,3,2,1
23,1,13,1,7087,3,3,1,1,0,87,2,1,1,2,2,80,0,0,0,2,3,0
22,0,11,0,4628,4,3,3,1,1,9,4,1,4,3,3,72,0,0,0,3,2,1
43,0,16,0,4755,2,3,4,2,1,18,1,2,1,1,1,91,1,0,1,3,2,0
23,0,6,0,4037,2,3,3,0,0,37,3,1,1,1,1,52,0,0,1,3,1,0
53,1,22,2,7182,4,4,3,1,0,76,2,1,1,1,1,41,0,0,0,4,4,1
59,0,18,0,4325,1,3,3,0,1,73,2,2,1,1,2,82,1,0,0,2,2,0
32,1,1,2,8872,3,4,3,0,0,65,1,1,2,1,3,4,0,0,0,3,1,0
32,1,1,0,4407,4,3,4,0,0,10,3,2,4,2,2,55,0,0,0,3,2,1
44,1,30,3,5359,2,3,3,2,1,90,4,1,4,1,2,58,1,0,0,3,2,1
33,1,13,1,8209,3,2,3,0,0,77,2,2,1,2,2,54,0,0,1,3,3,0
46,0,5,0,4632,4,2,3,3,1,2,2,1,1,1,2,19,0,0,0,3,2,1
35,1,3,1,8703,3,3,3,0,0,77,3,1,1,2,2,71,0,0,0,3,1,1
37,1,9,2,8862,3,3,3,0,1,17,3,1,1,3,2,52,0,0,0,3,2,1
48,0,35,3,5772,2,1,3,0,0,53,2,1,2,3,3,107,0,0,0,2,2,0
46,1,14,2,9245,3,1,3,1,1,92,4,1,1,1,2,73,0,0,0,2,1,0
33,1,15,4,10700,4,2,3,2,0,74,5,1,0,1,3,31,0,0,0,2,4,1
56,0,29,0,4544,4,3,2,1,1,76,1,2,1,2,2,79,0,1,0,4,2,0
47,0,26,2,8305,1,3,3,1,0,60,2,1,2,2,3,63,0,0,0,1,1,0
33,1,1,3,6150,3,2,3,0,0,8,1,1,0,3,2,35,1,0,0,2,3,1
43,1,35,4,11848,3,3,2,0,0,14,2,1,0,2,3,85,0,0,1,2,1,1
50,0,17,0,3396,2,4,3,0,0,19,4,1,0,3,2,67,1,1,0,3,1,1
53,1,2,3,5788,1,3,3,0,0,48,4,0,2,2,3,45,0,0,0,3,1,0
44,0,20,4,11986,2,3,3,1,1,33,2,0,4,1,2,28,0,0,0,3,3,0
55,0,34,2,7855,2,4,3,1,0,80,4,1,0,3,3,37,0,0,0,3,1,0
57,1,17,4,10920,3,2,3,0,0,44,2,1,1,1,2,63,0,0,0,1,1,1
58,0,28,1,10209,3,3,3,1,0,28,1,1,0,2,2,56,0,0,0,2,1,1
48,1,11,0,3128,2,3,4,2,0,50,2,2,4,2,1,39,1,1,0,1,2,1
36,0,5,1,7698,2,2,3,0,1,70,3,1,1,2,3,64,0,0,1,1,1,0
24,0,11,2,6094,2,3,3,0,0,30,4,2,1,2,3,66,1,0,1,3,2,1
28,1,11,1,8645,3,3,2,2,0,35,1,1,1,3,2,15,1,0,0,4,1,1
31,1,3,2,8609,3,4,3,0,0,41,2,2,0,2,2,15,1,0,1,3,2,1
35,1,16,0,5020,2,1,2,0,1,70,3,1,0,1,2,46,0,0,0,2,2,0
43,1,6,0,6360,3,3,3,0,0,44,3,2,2,3,2,10,0,0,0,1,4,0
51,0,8,1,4926,2,3,3,1,0,48,2,2,2,1,2,28,0,0,0,3,1,0
45,0,23,4,7657,2,3,3,0,1,9,5,0,0,2,2,28,0,0,0,1,2,1
33,1,15,4,7256,3,3,2,1,1,94,4,2,2,2,1,16,0,0,0,1,3,0
42,1,31,4,10809,3,3,2,0,1,26,2,0,0,1,2,79,1,0,0,4,1,1
51,0,24,4,9693,3,3,4,3,0,20,3,0,1,1,1,34,0,0,0,1,2,0
41,1,13,3,6258,2,4,4,2,0,44,1,2,3,3,1,37,0,0,1,3,4,0
58,0,23,4,10752,3,2,3,1,0,32,2,1,0,3,3,60,0,0,0,4,1,1
30,1,19,2,8548,3,3,4,2,0,5,3,2,5,1,2,39,0,0,0,3,2,0
18,0,8,0,4045,4,3,4,1,0,18,2,2,4,2,3,32,1,0,1,2,2,1
59,1,42,1,6614,1,2,3,1,0,92,2,1,3,1,2,46,0,0,0,3,1,1
34,1,5,0,3804,3,3,2,0,0,58,3,1,0,2,1,35,0,0,0,2,2,0
40,1,8,0,3724,3,3,3,0,0,3,2,1,0,2,1,40,0,0,0,1,1,1
53,1,29,1,8175,4,3,4,2,0,5,3,1,2,1,2,69,0,0,1,2,1,0
19,1,8,0,4027,3,4,1,0,0,7,2,1,0,1,2,87,0,0,0,1,4,1
34,0,17,2,8726,3,3,3,0,0,69,4,0,3,1,2,86,0,0,0,3,2,1
58,0,50,0,4929,1,3,4,1,0,6,2,0,0,1,2,81,1,0,0,1,1,0
50,0,13,3,5434,2,1,3,1,0,4,4,1,0,2,1,86,1,0,1,3,1,1
37,1,28,1,7636,4,2,3,0,0,78,1,0,1,1,2,80,0,0,0,4,1,1
58,1,6,2,9311,4,2,3,2,0,94,3,1,2,1,2,84,0,0,0,3,3,1
34,0,13,2,7905,2,3,3,3,0,97,2,2,1,1,1,17,0,0,0,4,2,1
59,0,20,1,9995,3,3,3,1,0,30,4,1,4,2,3,27,1,0,0,3,2,1
34,0,10,3,6235,3,1,3,0,1,68,3,2,4,1,1,69,0,0,1,1,1,0
25,0,9,4,8838,3,2,2,0,1,21,1,1,4,3,3,68,0,0,0,3,1,1
54,1,27,1,8000,2,3,3,4,1,7,2,1,1,3,2,61,0,0,1,3,3,1
19,0,8,4,8442,4,3,4,1,0,64,4,0,4,1,1,79,0,0,0,4,1,1
49,0,36,1,10135,2,1,2,2,0,65,4,1,2,1,2,88,0,0,0,3,1,0
23,1,15,2,7742,3,2,3,3,1,27,3,1,2,1,3,89,0,0,0,3,1,1
56,1,6,1,6759,3,4,3,0,1,86,5,1,2,1,1,10,0,0,0,2,1,1
47,0,21,4,8149,2,3,2,1,0,55,5,2,5,1,2,39,0,0,0,4,1,0
24,0,15,4,9536,2,1,2,2,0,14,2,1,1,1,3,59,1,0,1,1,3,0
35,1,3,0,5032,3,3,3,1,0,12,1,2,3,2,2,62,0,0,0,1,2,0
38,0,4,0,4462,2,3,4,0,0,40,3,1,4,1,2,72,1,0,0,3,3,0
28,1,14,4,10462,2,3,3,4,0,77,1,0,0,1,1,93,0,0,1,4,2,1
38,1,24,0,4250,1,3,3,2,0,13,2,1,5,2,2,27,1,0,0,3,4,1
43,1,10,2,6446,4,4,4,0,1,90,2,0,1,1,2,12,0,0,0,1,3,1
36,1,10,4,10680,3,4,2,1,0,63,1,1,5,2,2,49,0,0,0,2,3,1
29,1,1,4,8768,4,3,4,1,1,17,2,1,0,3,2,37,0,0,0,3,3,1
37,0,1,4,11039,4,2,2,2,0,25,4,2,2,1,1,69,0,0,0,1,2,0
35,1,17,2,7906,2,4,3,0,0,92,3,1,0,1,1,40,0,0,0,2,4,0
20,0,8,4,10897,3,3,3,1,0,11,4,1,3,1,2,13,1,0,0,3,3,1
18,1,5,3,5096,4,3,3,3,0,47,2,2,0,2,3,74,0,0,0,3,1,1
22,0,13,2,7269,2,2,2,2,0,92,2,0,0,2,3,27,0,0,0,3,2,1
22,0,2,0,4063,3,3,4,1,1,61,5,1,2,3,2,21,1,0,0,1,2,1
24,0,15,3,5519,3,3,3,0,0,65,1,2,0,2,3,70,1,0,0,3,2,1
27,1,1,2,7823,3,3,1,0,1,98,5,1,0,3,2,36,0,0,0,3,2,1
34,0,7,3,6906,2,3,4,0,0,98,1,1,3,1,2,82,0,0,0,2,2,0
53,0,43,2,7509,1,4,2,2,0,21,3,0,0,2,1,44,0,0,1,2,4,0
45,0,11,4,7996,3,1,3,2,0,37,3,0,1,2,1,41,0,0,0,2,1,0
46,1,9,2,7929,3,3,4,0,0,97,2,1,3,2,2,53,0,0,1,1,1,1
47,1,36,2,7455,2,3,3,0,0,77,2,1,0,2,2,60,1,0,0,2,4,1
46,1,32,3,5489,1,2,3,0,0,62,2,1,0,1,3,89,0,0,0,3,2,0
54,1,24,2,8360,3,1,2,1,0,59,1,1,0,1,1,68,0,0,0,3,3,1
30,1,9,3,5587,1,4,3,2,1,13,3,2,0,2,2,28,0,0,0,4,2,0
57,1,45,2,8346,3,4,3,0,1,18,1,0,1,2,2,58,0,0,0,4,2,1
43,0,14,1,9383,3,1,3,0,0,4,4,0,0,1,2,57,1,0,1,2,3,1
46,1,13,2,7130,2,3,3,1,0,79,2,2,1,1,2,50,1,0,1,4,3,1
21,1,2,2,7042,1,3,2,1,0,4,3,2,0,2,2,59,1,0,0,3,2,1
40,1,15,3,5590,3,3,4,1,0,38,2,1,0,3,2,65,0,0,0,3,1,1
29,1,6,0,4138,3,2,3,0,0,43,4,0,1,2,2,60,0,1,0,3,3,1
42,0,17,4,7883,3,3,3,2,0,80,4,0,3,2,2,66,0,0,1,1,1,0
51,0,5,2,8038,2,3,2,0,0,99,2,1,1,1,1,72,0,0,0,4,2,0
40,1,13,4,7575,4,3,3,2,0,20,3,2,0,1,2,92,0,0,1,1,3,0
24,0,10,2,8341,4,2,3,1,1,31,2,0,0,2,1,75,0,0,0,3,2,0
59,1,9,2,9066,3,3,3,2,0,75,1,2,3,1,3,16,0,0,0,4,1,0
52,1,27,4,11490,2,4,4,2,0,22,5,2,3,2,2,68,0,0,0,3,3,1
57,1,13,0,4716,4,3,3,0,1,20,4,0,1,1,3,58,1,0,1,2,2,0
34,0,12,4,7204,4,3,3,2,0,42,2,1,0,2,3,89,0,0,1,3,1,1
41,1,12,4,11406,4,4,3,1,0,75,3,1,3,1,1,18,1,0,1,4,1,1
28,1,6,4,9407,3,3,3,3,0,71,2,2,0,3,2,34,0,0,0,2,2,1
58,1,42,0,4790,3,4,4,1,0,26,2,1,1,1,1,99,0,0,0,2,2,0
20,1,12,1,9767,2,3,2,0,1,24,2,2,1,2,3,80,0,0,0,1,2,0
25,1,1,2,8076,3,3,3,2,0,74,1,1,3,2,2,38,0,0,0,3,2,0
55,1,16,0,4266,3,4,3,0,0,46,3,1,3,3,2,59,0,0,1,3,2,1
34,0,18,1,6645,3,2,2,2,0,15,1,0,0,2,2,70,0,0,0,1,1,0
43,1,32,4,6328,3,4,4,2,1,80,4,2,1,1,2,104,0,0,0,3,1,0
51,0,27,2,6683,2,4,3,0,0,94,1,2,2,1,1,92,1,0,0,3,1,0
33,1,11,3,5484,4,3,3,2,0,81,3,2,0,2,1,15,0,1,0,3,3,0
52,0,31,2,7368,2,3,3,1,1,76,4,2,0,3,3,47,1,1,0,3,1,0
